Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,Month Number,ZOHO_EMAIL_1,ZOHO_EMAIL_2,NUMBER
CA178,7-Aug-18,116.38,116.38,8-Aug-18,0,381.19,0,-381.19,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,8-Aug-18,472.47,472.47,9-Aug-18,0,193.13,0,-193.13,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,9-Aug-18,-77.79,0,,77.79,499.97,0,-499.97,0,77.79,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,10-Aug-18,196.9,196.9,13-Aug-18,0,115.03,0,-115.03,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,11-Aug-18,158.07,158.07,13-Aug-18,0,141.17,0,-141.17,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,12-Aug-18,-60.33,0,,60.33,399.46,0,-399.46,0,60.33,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,13-Aug-18,101.1,101.1,14-Aug-18,0,296.37,0,-296.37,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,14-Aug-18,662.28,662.28,15-Aug-18,0,43.33,0,-43.33,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,15-Aug-18,295.11,295.11,16-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,16-Aug-18,721.58,721.58,17-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,17-Aug-18,328.82,328.82,20-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,18-Aug-18,125.51,125.51,20-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,19-Aug-18,65.21,65.21,20-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,20-Aug-18,333.73,333.73,21-Aug-18,0,1640.36,0,-1640.36,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,21-Aug-18,398.17,398.17,22-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,22-Aug-18,390.38,390.38,23-Aug-18,0,321.29,0,-321.29,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,23-Aug-18,69.45,69.45,24-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,24-Aug-18,411.11,411.11,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,25-Aug-18,170.01,170.01,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,26-Aug-18,978.68,978.68,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,27-Aug-18,428.09,428.09,28-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,28-Aug-18,224.27,224.27,29-Aug-18,0,426.45,0,-426.45,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,29-Aug-18,35.7,35.7,30-Aug-18,0,200.69,0,-200.69,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,30-Aug-18,57.11,57.11,31-Aug-18,0,578.23,0,-578.23,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA178,31-Aug-18,52.47,52.47,4-Sep-18,0,290.77,0,-290.77,0,0,0,0,0,0,0,,August,8,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,1-Aug-18,-72.65,0,,72.65,451.54,0,-451.54,0,72.65,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,2-Aug-18,111.02,111.02,3-Aug-18,0,345.94,0,-345.94,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,3-Aug-18,186.4,186.4,6-Aug-18,0,269.82,0,-269.82,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,4-Aug-18,-147.39,0,,147.39,152.39,0,-152.39,0,147.39,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,6-Aug-18,525.45,525.45,7-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,7-Aug-18,323.1,323.1,9-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,8-Aug-18,208.46,208.46,9-Aug-18,0,174.13,0,-174.13,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,9-Aug-18,0,0,,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,10-Aug-18,201.98,201.98,13-Aug-18,0,872.38,0,-872.38,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,13-Aug-18,744.36,744.36,14-Aug-18,0,443.19,0,-443.19,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,14-Aug-18,-65,0,,65,75,0,-75,0,65,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,15-Aug-18,257.14,257.14,16-Aug-18,0,320.43,0,-320.43,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,16-Aug-18,99.8,99.8,17-Aug-18,0,597.9,0,-597.9,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,18-Aug-18,284.88,284.88,20-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,19-Aug-18,0,0,,0,75.3,0,-75.3,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,22-Aug-18,17.92,17.92,23-Aug-18,0,612.65,0,-612.65,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,24-Aug-18,656.34,656.34,27-Aug-18,0,651.06,0,-651.06,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,25-Aug-18,197.25,197.25,27-Aug-18,0,123.93,0,-123.93,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,27-Aug-18,-42,0,,42,210.17,0,-210.17,0,42,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,28-Aug-18,97.66,97.66,29-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,29-Aug-18,198.55,198.55,30-Aug-18,0,3383.16,0,-3383.16,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,30-Aug-18,-37.55,0,,37.55,1005.28,0,-1005.28,0,37.55,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA180,31-Aug-18,156.21,156.21,4-Sep-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,2-Aug-18,177.88,177.88,2-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,3-Aug-18,214.1,214.1,6-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,4-Aug-18,58.34,58.34,6-Aug-18,0,317.07,0,-317.07,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,7-Aug-18,-100,0,,100,314.88,0,-314.88,0,100,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,9-Aug-18,179.32,179.32,9-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,14-Aug-18,52.46,52.46,14-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,15-Aug-18,46.93,46.93,15-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,25-Aug-18,346.83,346.83,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,27-Aug-18,-80,0,,80,637.88,0,-637.88,0,80,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,28-Aug-18,140.88,140.88,28-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA182,30-Aug-18,54.13,54.13,31-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,1-Aug-18,324.75,324.75,2-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,2-Aug-18,-488.19,0,,488.19,1111.87,0,-1111.87,0,488.19,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,3-Aug-18,251.52,251.52,6-Aug-18,0,635,0,-635,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,4-Aug-18,33.25,33.25,6-Aug-18,0,245,0,-245,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,6-Aug-18,174.14,174.14,7-Aug-18,0,292.76,0,-292.76,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,7-Aug-18,-32.92,0,,32.92,673,0,-673,0,32.92,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,8-Aug-18,304.38,304.38,9-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,9-Aug-18,500.38,500.38,10-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,10-Aug-18,420.15,420.15,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,11-Aug-18,-19.87,0,,19.87,250,0,-250,0,19.87,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,13-Aug-18,104.63,104.63,14-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,14-Aug-18,481.33,481.33,15-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,15-Aug-18,177.97,177.97,16-Aug-18,0,99.41,0,-99.41,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,16-Aug-18,267.14,267.14,17-Aug-18,0,500,0,-500,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,17-Aug-18,156.18,156.18,20-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,18-Aug-18,436.35,436.35,20-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,20-Aug-18,261.6,261.6,21-Aug-18,0,35.47,0,-35.47,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,21-Aug-18,19.24,19.24,22-Aug-18,0,365,0,-365,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,23-Aug-18,65.84,65.84,24-Aug-18,0,400,0,-400,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,24-Aug-18,255.88,255.88,27-Aug-18,0,175,0,-175,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,25-Aug-18,523.65,523.65,27-Aug-18,0,275,0,-275,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,27-Aug-18,497.17,497.17,28-Aug-18,0,240,0,-240,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,28-Aug-18,240.99,240.99,29-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,29-Aug-18,-30,0,,30,35,0,-35,0,30,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,30-Aug-18,-313.91,0,,313.91,607,0,-607,0,313.91,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA184,31-Aug-18,608.21,608.21,4-Sep-18,0,782,0,-782,0,0,0,0,0,0,0,,August,8,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA186,2-Aug-18,247.18,247.18,3-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca186@fiestainsurance.com,fiestaca186@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA186,3-Aug-18,116.64,116.64,6-Aug-18,0,459.46,0,-459.46,0,0,0,0,0,0,0,,August,8,fiestaca186@fiestainsurance.com,fiestaca186@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
