Store,Date,Gross Commissions,Commissions Percentage Tier 1,Commissions Tier 1,Commissions Percentage Tier 2,Commissions Tier 2,Total Commissions,Tax Preparation Revenue,Number of Tax Returns,Royalty Per Return,Tax Royalties,Net Tax Revenue,Total Revenue,Hourly Wages,Overtime,Bonus & Commissions,Payroll Taxes - ER,Workers Comp Insurance,Payroll Processing Fees,Policy Manager,Licenses and Permits,Rating Software,Motor Vehicle Reports,Loan Due From Franchisee,Minimum Royalty Fee,Servicing Fee,Trade Shows,Trust Acctg - A/R,Telephone,Postage,Television/Radio,Licenses & Permits,Trust Acct Shortage/Overage,Internet,On Hold Recording,Scanning Violation Penalty,Deposit Violation Penalty,Bad Debts,Print,Reimbursed Fees - Other,Gas,D&S Memberships,E&O Insurance,Rent,Supplies,Building/Office,Referral Fees,Small Equip Purchases Under$500,Small FF&E Under$500,Legal Fees,CAM Charges,Cell Phone,Security,Electricity,Accounting Violation Penalty,Advertising,DOI Appointment Fees,Notes,DOI License Fee,Entrepreneur Magazine,Franchise Gator Leads,Franchise Guide Supplies,Franchise Times Magazine,Leads,SEO (Search Engine Optimization),Renewals,Tax Software,Other Transactions,Previous Unpaid Balance,Total Deductions,Balance Due To/(From) Franchise,Email,Email 2,Email 3,Email 4,Email 5,Email 6
FL020,30-Jun-18,"$4,616.89",75.00%,"$3,462.67",,,"$3,462.67",$75.00,0,$0.00,$0.00,$75.00,"$3,537.67",,,,,,,$200.00,,,,,,,,"$2,373.29",,,,,$623.32,,,,$550.00,,,,,,,,,,,,,,,,,,$170.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$4,616.61","-$1,078.94",fiestafl020@fiestainsurance.com,fiestafl020@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl020@fiestainsurance.com
FL021,30-Jun-18,"$11,281.22",75.00%,"$8,460.92",,,"$8,460.92",$0.00,0,$0.00,$0.00,$0.00,"$8,460.92",,,,,,,$200.00,,,,,,,,$101.13,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,031.13","$7,429.79",fiestafl021@fiestainsurance.com,fiestafl021@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl021@fiestainsurance.com
FL022,30-Jun-18,"$13,076.99",77.50%,"$10,134.67",,,"$10,134.67",$0.00,0,$0.00,$0.00,$0.00,"$10,134.67",,,,,,,$200.00,,,,$220.97,,,,"$10,181.91",,,,,"$1,915.65",,,$100.00,$650.00,,,"$2,000.00",,,,,,,,,,,,,,,$390.00,,,,,,,,,,$200.00,,,,,"$15,858.53","-$5,723.86",fiestafl022@fiestainsurance.com,fiestafl022@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl022@fiestainsurance.com
FL023,30-Jun-18,"$3,554.59",80.00%,"$2,843.67",,,"$2,843.67",$0.00,0,$0.00,$0.00,$0.00,"$2,843.67",,,,,,,$200.00,,,,"$1,262.70",,,,$192.30,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$50.00,,,,,,,,,,$200.00,,,,,"$1,955.00",$888.67,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl019@fiestainsurance.com
FL024,30-Jun-18,"$3,647.03",80.00%,"$2,917.62",,,"$2,917.62",$122.10,3,$30.00,-$90.00,$32.10,"$2,949.72",,,,,,,$200.00,,,,,,,,$26.78,,,,,,,,,,,,,,,,,,,,,,,,,,,$50.00,,,,,,,,,,$200.00,,,,,$476.78,"$2,472.94",fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl019@fiestainsurance.com
FL025,30-Jun-18,"$1,506.62",75.00%,"$1,129.96",,,"$1,129.96",$0.00,0,$0.00,$0.00,$0.00,"$1,129.96",,,,,,,$200.00,,,,,,,,$786.24,,,,,-$60.00,,,,,,,,,,,,,,,,,,,,,,$60.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,"$2,806.39","$1,686.24","-$3,362.67",fiestafl025@fiestainsurance.com,fiestafl025@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl025@fiestainsurance.com
FL026,30-Jun-18,"$14,018.42",75.00%,"$10,513.82",,,"$10,513.82",$165.00,0,$0.00,$0.00,$165.00,"$10,678.82",,,,,,,$200.00,,,,,,,,$290.58,,,,,,,,,,,,,,,,,,,,,,,,,,,$80.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,270.58","$9,408.24",fiestafl026@fiestainsurance.com,fiestafl026@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl026@fiestainsurance.com
FL027,30-Jun-18,$102.26,75.00%,$76.69,,,$76.69,$0.00,0,$0.00,$0.00,$0.00,$76.69,,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,$900.00,-$823.31,fiestafl021@fiestainsurance.com,fiestafl021@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl021@fiestainsurance.com
FL028,30-Jun-18,"$3,310.74",77.50%,"$2,565.82",,,"$2,565.82",$0.00,0,$0.00,$0.00,$0.00,"$2,565.82",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$410.00,"$2,155.82",fiestafl011@fiestainsurance.com,fiestafl011@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl011@fiestainsurance.com
FL031,30-Jun-18,"$2,799.90",75.00%,"$2,099.93",,,"$2,099.93",$250.00,0,$0.00,$0.00,$250.00,"$2,349.93",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,$900.00,"$1,449.93",fiestafl031@fiestainsurance.com,fiestafl031@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl031@fiestainsurance.com
FL032,30-Jun-18,,75.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,$213.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$261.98,$213.00,-$474.98,fiestafl032@fiestainsurance.com,fiestafl032@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl032@fiestainsurance.com
FL037,30-Jun-18,,75.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,$500.00,-$500.00,fiestafl037@fiestainsurance.com,fiestafl037@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl037@fiestainsurance.com
IL003,30-Jun-18,"$1,870.57",77.50%,"$1,449.69",,,"$1,449.69",$0.00,3,$30.00,-$90.00,-$90.00,"$1,359.69",,,,,,,$200.00,,,,"$1,415.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$2,325.33",-$965.64,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca023@fiestainsurance.com
IL004,30-Jun-18,"$2,669.06",77.50%,"$2,068.52",,,"$2,068.52",$200.00,0,$0.00,$0.00,$200.00,"$2,268.52",,,,,,,$200.00,,,,,,,,$258.40,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$693.40,"$1,575.12",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca023@fiestainsurance.com
NM001,30-Jun-18,"$12,764.27",80.00%,"$10,211.42",,,"$10,211.42",$502.00,7,$30.00,-$210.00,$292.00,"$10,503.42",,,,,,,$200.00,,,,,,,,$371.59,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,311.59","$9,191.83",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM002,30-Jun-18,"$10,048.28",80.00%,"$8,038.62",,,"$8,038.62",$175.00,0,$0.00,$0.00,$175.00,"$8,213.62",,,,,,,$200.00,,,,,,,,$291.16,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,,$731.16,"$7,482.46",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM003,30-Jun-18,"$4,760.21",80.00%,"$3,808.17",,,"$3,808.17",$0.00,0,$0.00,$0.00,$0.00,"$3,808.17",,,,,,,$200.00,,,,,,,,$52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,$472.50,"$3,335.67",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM004,30-Jun-18,"$3,008.86",80.00%,"$2,407.09",,,"$2,407.09",$0.00,0,$0.00,$0.00,$0.00,"$2,407.09",,,,,,,$200.00,,,,"$1,415.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,"$1,815.33",$591.76,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM005,30-Jun-18,"$2,335.55",80.00%,"$1,868.44",,,"$1,868.44",$0.00,0,$0.00,$0.00,$0.00,"$1,868.44",,,,,,,$200.00,,,,"$1,420.54",,,,$55.00,,,,,,,,,$250.00,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,"$2,135.54",-$267.10,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
NY001,30-Jun-18,$106.63,100.00%,$106.63,,,$106.63,$0.00,0,$0.00,$0.00,$0.00,$106.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$106.63,fiestany001@fiestainsurance.com,fiestany001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestany001@fiestainsurance.com
OH001,30-Jun-18,"$13,142.14",77.50%,"$10,185.16",,,"$10,185.16",$0.00,4,$30.00,-$120.00,-$120.00,"$10,065.16",,,,,,,$200.00,,,,,,,,$293.75,,,,,,,,,$300.00,,,,,,,,,,,,,,,,,,$80.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,573.75","$8,491.41",fiestaoh001@fiestainsurance.com,fiestaoh001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaoh001@fiestainsurance.com
PA002,30-Jun-18,"$1,217.83",75.00%,$913.37,,,$913.37,$0.00,0,$0.00,$0.00,$0.00,$913.37,,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,$900.00,$13.37,fiestapa002@fiestainsurance.com,fiestapa002@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestapa002@fiestainsurance.com
TN002,30-Jun-18,"$25,692.63",80.00%,"$8,554.10",75.00%,"$11,250.00","$19,804.10",$0.00,4,$30.00,-$120.00,-$120.00,"$19,684.10",,,,,,,$200.00,,,,,,,,,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,$40.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,$965.00,"$18,719.10",fiestatn002@fiestainsurance.com,fiestatn002@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatn002@fiestainsurance.com
TX003,30-Jun-18,"$3,119.30",75.00%,"$2,339.48",,,"$2,339.48",$271.00,1,$30.00,-$30.00,$241.00,"$2,580.48",,,,,,,$200.00,,,,,,,,$197.20,,,,,,,,,,,,,,,,,,,,,,,,,,,$60.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,157.20","$1,423.28",fiestatx003@fiestainsurance.com,fiestatx003@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx003@fiestainsurance.com
TX008,30-Jun-18,"$2,572.40",75.00%,"$1,929.30",,,"$1,929.30",$320.10,1,$30.00,-$30.00,$290.10,"$2,219.40",,,,,,,$200.00,,,,,,,,$10.00,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,020.00","$1,199.40",fiestatx008@fiestainsurance.com,fiestatx008@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx008@fiestainsurance.com
TX009,30-Jun-18,"$16,579.45",82.50%,"$1,303.05",77.50%,"$11,625.00","$12,928.05",$295.00,2,$30.00,-$60.00,$235.00,"$13,163.05",,,,,,,$200.00,,,,,,,,$378.92,,,,,$0.13,,,$75.00,$100.00,,,,,,,,,,,,,,,,,,$90.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,544.05","$11,619.00",fiestatx009@fiestainsurance.com,fiestatx009@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx009@fiestainsurance.com
TX013,30-Jun-18,"$17,807.92",85.00%,"$2,386.73",80.00%,"$12,000.00","$14,386.73",$0.00,0,$0.00,$0.00,$0.00,"$14,386.73",,,,,,,$200.00,,,,,,,,$71.68,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,011.68","$13,375.05",fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX014,30-Jun-18,"$3,987.91",80.00%,"$3,190.33",,,"$3,190.33",$0.00,0,$0.00,$0.00,$0.00,"$3,190.33",,,,,,,$200.00,,,,"$1,361.20",,,,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,,$10.00,$64.16,,,,,,,,,$200.00,,,,,"$1,885.36","$1,304.97",fiestatx032@fiestainsurance.com,fiestatx032@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx032@fiestainsurance.com
TX015,30-Jun-18,"$14,703.07",80.00%,"$11,762.46",,,"$11,762.46",$0.00,0,$0.00,$0.00,$0.00,"$11,762.46",,,,,,,$200.00,,,,"$2,516.15",,,,$131.31,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,,$110.00,,,,,,,,,,$200.00,,,,-$205.62,"$3,207.46","$8,760.62",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
TX017,30-Jun-18,"$14,322.74",75.00%,"$10,742.06",,,"$10,742.06",$486.90,1,$30.00,-$30.00,$456.90,"$11,198.96",,,,,,,$200.00,,,,,,,,$176.36,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,106.36","$10,092.60",fiestatx017@fiestainsurance.com,fiestatx017@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx017@fiestainsurance.com
TX018,30-Jun-18,"$10,425.18",77.50%,"$8,079.51",,,"$8,079.51",$200.00,2,$30.00,-$60.00,$140.00,"$8,219.51",,,,,,,$200.00,,,,,,,,$225.65,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,,$665.65,"$7,553.86",fiestatx009@fiestainsurance.com,fiestatx009@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx009@fiestainsurance.com
TX019,30-Jun-18,"$9,348.24",77.50%,"$7,244.89",,,"$7,244.89",$0.00,0,$0.00,$0.00,$0.00,"$7,244.89",,,,,,,$200.00,,,,,,,,$140.00,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$40.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,130.00","$6,114.89",fiestatx019@fiestainsurance.com,fiestatx019@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx019@fiestainsurance.com
TX020,30-Jun-18,"$3,961.18",80.00%,"$3,168.94",,,"$3,168.94",$0.00,0,$0.00,$0.00,$0.00,"$3,168.94",,,,,,,$200.00,,,,,,,,,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,$520.00,"$2,648.94",fiestatx032@fiestainsurance.com,fiestatx032@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx032@fiestainsurance.com
TX022,30-Jun-18,"$3,017.69",75.00%,"$2,263.27",,,"$2,263.27",$0.00,0,$0.00,$0.00,$0.00,"$2,263.27",,,,,,,$200.00,,,,,,,,,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,$925.00,"$1,338.27",fiestatx022@fiestainsurance.com,fiestatx022@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx022@fiestainsurance.com
TX023,30-Jun-18,"$1,352.01",75.00%,"$1,014.01",,,"$1,014.01",$0.00,0,$0.00,$0.00,$0.00,"$1,014.01",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,"$3,584.88",$910.00,"-$3,480.87",fiestatx023@fiestainsurance.com,fiestatx023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx023@fiestainsurance.com
TX030,30-Jun-18,"$4,372.70",80.00%,"$3,498.16",,,"$3,498.16",$0.00,0,$0.00,$0.00,$0.00,"$3,498.16",,,,,,,$200.00,,,,,,,,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,$422.00,"$3,076.16",fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX031,30-Jun-18,"$5,839.47",75.00%,"$4,379.60",,,"$4,379.60",$0.00,1,$30.00,-$30.00,-$30.00,"$4,349.60",,,,,,,$200.00,,,,,,,,$55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,"$2,000.00",,$500.00,,"$2,965.00","$1,384.60",fiestatx031@fiestainsurance.com,fiestatx031@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx031@fiestainsurance.com
TX032,30-Jun-18,"$7,762.27",80.00%,"$6,209.82",,,"$6,209.82",$0.00,0,$0.00,$0.00,$0.00,"$6,209.82",,,,,,,$200.00,,,,$272.87,,,,,,,,,-$0.30,,,,$50.00,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,232.57","$4,977.25",fiestatx032@fiestainsurance.com,fiestatx032@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx032@fiestainsurance.com
TX033,30-Jun-18,"$8,662.34",80.00%,"$6,929.87",,,"$6,929.87",$0.00,0,$0.00,$0.00,$0.00,"$6,929.87",,,,,,,$200.00,,,,,,,,$233.34,,,,,,,,,,,,,,,,,,,,,,,,,,,$60.00,,,,,,,,,,$200.00,,,,,$693.34,"$6,236.53",fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX034,30-Jun-18,"$2,303.51",80.00%,"$1,842.81",,,"$1,842.81",$0.00,1,$30.00,-$30.00,-$30.00,"$1,812.81",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$400.00,"$1,412.81",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestanm001@fiestainsurance.com
TX038,30-Jun-18,$927.20,80.00%,$741.76,,,$741.76,$0.00,0,$0.00,$0.00,$0.00,$741.76,,,,,,,$200.00,,,,,,,,$108.39,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,,$548.39,$193.37,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX039,30-Jun-18,$418.31,80.00%,$334.65,,,$334.65,$0.00,0,$0.00,$0.00,$0.00,$334.65,,,,,,,$200.00,,,,,,,,$14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,$200.00,,,,,$444.01,-$109.36,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX040,30-Jun-18,"$3,429.11",75.00%,"$2,571.83",,,"$2,571.83",$0.00,0,$0.00,$0.00,$0.00,"$2,571.83",,,,,,,$200.00,,,,,,,,$122.16,,,,,,,,,,,,,,,,,,,,,,,,,,,$80.00,$443.13,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,545.29","$1,026.54",fiestatx040@fiestainsurance.com,fiestatx040@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx040@fiestainsurance.com
TX041,30-Jun-18,$364.75,77.50%,$282.68,,,$282.68,$0.00,0,$0.00,$0.00,$0.00,$282.68,,,,,,,$200.00,,,,,,,,$25.00,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$485.00,-$202.32,fiestatx019@fiestainsurance.com,fiestatx019@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx019@fiestainsurance.com
TX042,30-Jun-18,"$1,630.50",75.00%,"$1,222.88",,,"$1,222.88",$75.00,2,$30.00,-$60.00,$15.00,"$1,237.88",,,,,,,$200.00,,,,,,,,$5.60,,,,,-$773.16,,,$25.00,$100.00,,,,,,,,,,,,,,,,,,$80.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,$685.13,$337.44,$215.31,fiestatx042@fiestainsurance.com,fiestatx042@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx042@fiestainsurance.com
TX043,30-Jun-18,$585.29,75.00%,$438.97,,,$438.97,$0.00,0,$0.00,$0.00,$0.00,$438.97,,,,,,,$200.00,,,,,,,,$365.36,,,,,-$301.16,,,,$100.00,,,,,,,,,,,,,,,,,,$50.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,$916.09,"$1,114.20","-$1,591.32",fiestatx043@fiestainsurance.com,fiestatx043@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx043@fiestainsurance.com
TX045,30-Jun-18,"$2,636.63",75.00%,"$1,977.47",,,"$1,977.47",$0.00,1,$30.00,-$30.00,-$30.00,"$1,947.47",,,,,,,$200.00,,,,,,,,$450.31,,,,,,,,,,,,,,,,,,,,,,,,,,,$60.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,410.31",$537.16,fiestatx045@fiestainsurance.com,fiestatx045@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx045@fiestainsurance.com
TX046,30-Jun-18,"$1,332.10",75.00%,$999.08,,,$999.08,$0.00,0,$0.00,$0.00,$0.00,$999.08,,,,,,,$200.00,,,,,,,,,,,,,-$168.80,,,,$50.00,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,"$1,948.16",$791.20,"-$1,740.28",fiestatx046@fiestainsurance.com,fiestatx046@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestatx046@fiestainsurance.com
