Store,Date,Gross Commissions,Commissions Percentage Tier 1,Commissions Tier 1,Commissions Percentage Tier 2,Commissions Tier 2,Total Commissions,Tax Preparation Revenue,Number of Tax Returns,Royalty Per Return,Tax Royalties,Net Tax Revenue,Total Revenue,Hourly Wages,Overtime,Bonus & Commissions,Payroll Taxes - ER,Workers Comp Insurance,Payroll Processing Fees,Policy Manager,Licenses and Permits,Rating Software,Motor Vehicle Reports,Loan Due From Franchisee,Minimum Royalty Fee,Servicing Fee,Trade Shows,Trust Acctg - A/R,Telephone,Postage,Television/Radio,Licenses & Permits,Trust Acct Shortage/Overage,Internet,On Hold Recording,Scanning Violation Penalty,Deposit Violation Penalty,Bad Debts,Print,Reimbursed Fees - Other,Gas,D&S Memberships,E&O Insurance,Rent,Supplies,Building/Office,Referral Fees,Small Equip Purchases Under$500,Small FF&E Under$500,Legal Fees,CAM Charges,Cell Phone,Security,Electricity,Accounting Violation Penalty,Advertising,DOI Appointment Fees,Notes,DOI License Fee,Entrepreneur Magazine,Franchise Gator Leads,Franchise Guide Supplies,Franchise Times Magazine,Leads,SEO (Search Engine Optimization),Renewals,Tax Software & Services,Other Transactions,Previous Unpaid Balance,Total Deductions,Balance Due To/(From) Franchise,Email,Email 2,Email 3,Email 4,Email 5,
FL024,31-May-18,"$3,807.82",80.00%,"$3,046.26",,,"$3,046.26",$75.00,13,$30.00,-$390.00,-$315.00,"$2,731.26",,,,,,,$200.00,,,,$325.00,,,,$415.02,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$90.00,,,,,,,,,,$200.00,,,,,"$1,330.02","$1,401.24",fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl019@fiestainsurance.com
FL025,31-May-18,$144.43,75.00%,$108.32,,,$108.32,$0.00,0,$0.00,$0.00,$0.00,$108.32,,,,,,,$200.00,,,$31.00,,,,,$254.65,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,"$1,625.35",$695.65,"-$2,212.68",fiestafl025@fiestainsurance.com,fiestafl025@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl025@fiestainsurance.com
FL026,31-May-18,"$13,025.98",75.00%,"$9,769.48",,,"$9,769.48",$525.00,14,$30.00,-$420.00,$105.00,"$9,874.48",,,,,,,$200.00,,,$198.00,,,,,$142.08,,,,,-$17.54,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,$200.00,,,,,$752.54,"$9,121.94",fiestafl026@fiestainsurance.com,fiestafl026@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl026@fiestainsurance.com
FL027,31-May-18,$79.54,77.50%,$61.64,,,$61.64,$0.00,5,$30.00,-$150.00,-$150.00,-$88.36,,,,,,,$200.00,,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$440.00,-$528.36,fiestafl021@fiestainsurance.com,fiestafl021@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl021@fiestainsurance.com
FL028,31-May-18,"$4,523.41",77.50%,"$3,505.64",,,"$3,505.64",$0.00,0,$0.00,$0.00,$0.00,"$3,505.64",,,,,,,$200.00,,,$31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$431.00,"$3,074.64",fiestafl011@fiestainsurance.com,fiestafl011@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl011@fiestainsurance.com
FL031,31-May-18,"$2,828.04",75.00%,"$2,121.03",,,"$2,121.03","$4,479.00",69,$30.00,"-$2,070.00","$2,409.00","$4,530.03",,,,,,,$200.00,,,,,,,,,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$510.00,"$4,020.03",fiestafl031@fiestainsurance.com,fiestafl031@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl031@fiestainsurance.com
IL003,31-May-18,"$2,481.56",77.50%,"$1,923.21",,,"$1,923.21",$370.00,10,$30.00,-$300.00,$70.00,"$1,993.21",,,,,,,$200.00,,,,"$1,665.33",,,,$517.39,,,,,"-$1,115.38",,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,"$1,085.82","$1,487.34",-$579.95,fiestail003@fiestainsurance.com,fiestail003@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestail003@fiestainsurance.com
IL004,31-May-18,$67.20,77.50%,$52.08,,,$52.08,$500.00,11,$30.00,-$330.00,$170.00,$222.08,,,,,,,$200.00,,,,$275.00,,,,,,,,,"-$1,214.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,"$2,105.21",-$539.22,"-$1,343.91",fiestail003@fiestainsurance.com,fiestail003@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestail003@fiestainsurance.com
NM001,31-May-18,"$14,057.70",80.00%,"$11,246.16",,,"$11,246.16","$5,495.87",40,$30.00,"-$1,200.00","$4,295.87","$15,542.03",,,,,,,$200.00,,,,"$1,000.00",,,,$179.50,,,,,-$10.00,,,,,,,,,,,,,,,,,,,,,,$160.00,,,,,,,,,,$200.00,,,,,"$1,729.50","$13,812.53",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM002,31-May-18,"$10,194.08",80.00%,"$8,155.26",,,"$8,155.26","$1,069.05",9,$30.00,-$270.00,$799.05,"$8,954.31",,,,,,,$200.00,,,,$225.00,,,,$110.97,,,,,,,,,,,,,,,,,,,,,,,,,,,$120.00,,,,,,,,,,$200.00,,,,,$855.97,"$8,098.34",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM003,31-May-18,"$4,445.09",80.00%,"$3,556.07",,,"$3,556.07","$2,021.25",14,$30.00,-$420.00,"$1,601.25","$5,157.32",,,,,,,$200.00,,,,"$1,754.95",,,,$133.66,,,,,$1.00,,,,$50.00,,,,,,,,,,,,,,,,,,$60.00,,,,,,,,,,$200.00,,,,,"$2,399.61","$2,757.71",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM004,31-May-18,"$2,746.21",80.00%,"$2,196.97",,,"$2,196.97","$1,227.00",4,$30.00,-$120.00,"$1,107.00","$3,303.97",,,,,,,$200.00,,,,"$1,515.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,"$1,925.33","$1,378.64",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
NM005,31-May-18,"$2,689.25",80.00%,"$2,151.40",,,"$2,151.40",$0.00,0,$0.00,$0.00,$0.00,"$2,151.40",,,,,,,$200.00,,,,"$1,415.33",,,,$597.22,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$110.00,,,,,,,,,,$200.00,,,,,"$2,572.55",-$421.15,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
OH001,31-May-18,"$11,344.07",77.50%,"$8,791.65",,,"$8,791.65","$2,940.25",69,$30.00,"-$2,070.00",$870.25,"$9,661.90",,,,,,,$200.00,,,,,,,,$849.48,,,,,,,,,,,,,,,,,,,,,,,,,,,$190.00,,,,,,,,,,$200.00,,,,,"$1,439.48","$8,222.42",fiestaoh001@fiestainsurance.com,fiestaoh001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaoh001@fiestainsurance.com
PA002,31-May-18,"$2,223.53",75.00%,"$1,667.65",,,"$1,667.65","$2,206.55",19,$30.00,-$570.00,"$1,636.55","$3,304.20",,,,,,,$200.00,,,,,,,,,,,,,,,,,$150.00,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,$686.75,$560.00,"$2,057.45",fiestapa002@fiestainsurance.com,fiestapa002@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestapa002@fiestainsurance.com
TN002,31-May-18,"$23,942.03",80.00%,"$7,153.62",75.00%,"$11,250.00","$18,403.62","$3,953.00",112,$30.00,"-$3,360.00",$593.00,"$18,996.62",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,"$2,000.00",,,,"$2,420.00","$16,576.62",fiestatn002@fiestainsurance.com,fiestatn002@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatn002@fiestainsurance.com
TX003,31-May-18,"$2,708.91",75.00%,"$2,031.68",,,"$2,031.68",$552.00,2,$30.00,-$60.00,$492.00,"$2,523.68",,,,,,,$200.00,,,,,,,,$63.35,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,$200.00,,,,,$493.35,"$2,030.33",fiestatx003@fiestainsurance.com,fiestatx003@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx003@fiestainsurance.com
TX008,31-May-18,"$2,390.08",75.00%,"$1,792.56",,,"$1,792.56","$2,968.80",10,$30.00,-$300.00,"$2,668.80","$4,461.36",,,,,,,$200.00,,,,,,,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,$452.00,"$4,009.36",fiestatx008@fiestainsurance.com,fiestatx008@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx008@fiestainsurance.com
TX009,31-May-18,"$17,328.02",82.50%,"$1,920.62",77.50%,"$11,625.00","$13,545.62","$3,120.00",27,$30.00,-$810.00,"$2,310.00","$15,855.62",,,,,,,$200.00,,,,,,,,$513.07,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$973.07,"$14,882.55",fiestatx009@fiestainsurance.com,fiestatx009@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx009@fiestainsurance.com
TX013,31-May-18,"$17,743.11",85.00%,"$2,331.64",80.00%,"$12,000.00","$14,331.64","$1,136.80",3,$30.00,-$90.00,"$1,046.80","$15,378.44",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$400.00,"$14,978.44",fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX014,31-May-18,"$2,432.04",80.00%,"$1,945.63",,,"$1,945.63",$0.00,0,$0.00,$0.00,$0.00,"$1,945.63",,,,,,,$200.00,,,,"$1,361.20",,,,$64.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,"$1,825.80",$119.83,fiestatx032@fiestainsurance.com,fiestatx032@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx032@fiestainsurance.com
TX015,31-May-18,"$15,567.94",85.00%,$482.75,80.00%,"$12,000.00","$12,482.75","$5,675.85",159,$30.00,"-$4,770.00",$905.85,"$13,388.60",,,,,,,$200.00,,,,"$3,975.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$60.00,,,,,,,,,,$200.00,,,,,"$4,435.00","$8,953.60",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
TX017,31-May-18,"$12,202.40",75.00%,"$9,151.80",,,"$9,151.80","$3,260.25",9,$30.00,-$270.00,"$2,990.25","$12,142.05",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$410.00,"$11,732.05",fiestatx017@fiestainsurance.com,fiestatx017@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx017@fiestainsurance.com
TX018,31-May-18,"$10,664.89",77.50%,"$8,265.29",,,"$8,265.29","$1,399.95",29,$30.00,-$870.00,$529.95,"$8,795.24",,,,,,,$200.00,,,,,,,,,,,,,-$7.16,,,,$100.00,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,,$532.84,"$8,262.40",fiestatx009@fiestainsurance.com,fiestatx009@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx009@fiestainsurance.com
TX019,31-May-18,"$8,865.06",77.50%,"$6,870.42",,,"$6,870.42","$3,430.00",41,$30.00,"-$1,230.00","$2,200.00","$9,070.42",,,,,,,$200.00,,,,,,,,$401.75,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,,$866.75,"$8,203.67",fiestatx019@fiestainsurance.com,fiestatx019@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx019@fiestainsurance.com
TX020,31-May-18,"$3,323.11",80.00%,"$2,658.49",,,"$2,658.49",$322.00,1,$30.00,-$30.00,$292.00,"$2,950.49",,,,,,,$200.00,,,,$25.00,,,,$57.95,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,$502.95,"$2,447.54",fiestatx032@fiestainsurance.com,fiestatx032@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx032@fiestainsurance.com
TX022,31-May-18,"$2,062.27",75.00%,"$1,546.70",,,"$1,546.70","$3,322.65",6,$30.00,-$180.00,"$3,142.65","$4,689.35",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$410.00,"$4,279.35",fiestatx022@fiestainsurance.com,fiestatx022@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx022@fiestainsurance.com
TX023,31-May-18,$505.34,75.00%,$379.00,,,$379.00,$0.00,1,$30.00,-$30.00,-$30.00,$349.00,,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$298.33,,,,,,,,,$200.00,,,,"$3,093.19",$698.33,"-$3,442.52",fiestatx023@fiestainsurance.com,fiestatx023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx023@fiestainsurance.com
TX030,31-May-18,"$3,763.24",80.00%,"$3,010.59",,,"$3,010.59",$0.00,0,$0.00,$0.00,$0.00,"$3,010.59",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$400.00,"$2,610.59",fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX031,31-May-18,"$6,485.98",75.00%,"$4,864.48",,,"$4,864.48",$302.00,37,$30.00,"-$1,110.00",-$808.00,"$4,056.48",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$410.00,"$3,646.48",fiestatx031@fiestainsurance.com,fiestatx031@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx031@fiestainsurance.com
TX032,31-May-18,"$5,106.92",80.00%,"$4,085.54",,,"$4,085.54","$1,120.90",4,$30.00,-$120.00,"$1,000.90","$5,086.44",,,,,,,$200.00,,,,$372.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$772.87,"$4,313.57",fiestatx032@fiestainsurance.com,fiestatx032@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx032@fiestainsurance.com
TX033,31-May-18,"$8,261.43",80.00%,"$6,609.14",,,"$6,609.14",$364.90,4,$30.00,-$120.00,$244.90,"$6,854.04",,,,,,,$200.00,,,,,,,,$20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,$200.00,,,,,$450.30,"$6,403.74",fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX034,31-May-18,"$2,407.64",80.00%,"$1,926.11",,,"$1,926.11",$392.00,13,$30.00,-$390.00,$2.00,"$1,928.11",,,,,,,$200.00,,,,$325.00,,,,,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$775.00,"$1,153.11",fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestanm001@fiestainsurance.com
TX038,31-May-18,$931.42,80.00%,$745.14,,,$745.14,$0.00,0,$0.00,$0.00,$0.00,$745.14,,,,,,,$200.00,,,,,,,,$21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,$441.27,$303.87,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX039,31-May-18,$94.16,75.00%,$70.62,,,$70.62,$0.00,0,$0.00,$0.00,$0.00,$70.62,,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$400.00,-$329.38,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx013@fiestainsurance.com
TX040,31-May-18,"$1,439.63",75.00%,"$1,079.72",,,"$1,079.72",$385.00,8,$30.00,-$240.00,$145.00,"$1,224.72",,,,,,,$200.00,,,,,,,,$223.29,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,$200.00,,,,,$653.29,$571.43,fiestatx040@fiestainsurance.com,fiestatx040@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx040@fiestainsurance.com
TX041,31-May-18,$108.60,77.50%,$84.16,,,$84.16,$0.00,0,$0.00,$0.00,$0.00,$84.16,,,,,,,$200.00,,,,,,,,$7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$407.72,-$323.56,fiestatx019@fiestainsurance.com,fiestatx019@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx019@fiestainsurance.com
TX042,31-May-18,$667.83,75.00%,$500.87,,,$500.87,$105.00,8,$30.00,-$240.00,-$135.00,$365.87,,,,,,,$200.00,,,,,,,,$346.22,,,,,-$896.54,,,,$50.00,,,,,,,,,,,,,,,,,,$60.00,,,,,,,,,,$200.00,,,,"$2,989.66",-$40.32,"-$2,583.47",fiestatx042@fiestainsurance.com,fiestatx042@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx042@fiestainsurance.com
TX043,31-May-18,,75.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,$200.00,,,,,,,,$348.38,,,,,-$475.00,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,$650.00,,$90.00,$933.38,"-$1,023.38",fiestatx043@fiestainsurance.com,fiestatx043@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx043@fiestainsurance.com
TX045,31-May-18,,75.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,$200.00,,,,,,,,$75.77,,,,$10.00,"-$1,124.27",,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,"$1,150.00",,$90.00,$551.50,-$641.50,fiestatx045@fiestainsurance.com,fiestatx045@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx045@fiestainsurance.com
TX046,31-May-18,,75.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,$200.00,,,,,,,,$106.00,,,,,-$75.00,,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,"$1,150.00",,$90.00,"$1,621.00","-$1,711.00",fiestatx046@fiestainsurance.com,fiestatx046@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx046@fiestainsurance.com
TX047,31-May-18,$12.39,75.00%,$9.29,,,$9.29,$666.95,4,$30.00,-$120.00,$546.95,$556.24,,,,,,,$200.00,,,,,,,,$529.90,,,,$10.00,-$641.00,,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,$458.59,$338.90,-$241.25,fiestatx047@fiestainsurance.com,fiestatx047@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestatx047@fiestainsurance.com
